is_female,test_id
[ 0.18342334  0.81657666],271
[ 0.03977191  0.96022809],272
[ 0.02000231  0.97999769],273
[ 0.85170811  0.14829187],274
[ 0.32818222  0.67181778],275
[ 0.95253938  0.04746062],276
[ 0.55085772  0.44914228],277
[ 0.01564622  0.98435378],278
[ 0.00497097  0.99502903],279
[ 0.94572461  0.05427539],280
[ 0.945714  0.054286],281
[ 0.02351016  0.97648984],282
[ 0.8991133   0.10088669],283
[ 0.9390713   0.06092867],284
[ 0.94024295  0.05975705],285
[ 0.99595827  0.00404176],286
[ 0.56335843  0.4366416 ],287
[ 0.98877358  0.01122643],288
[ 0.01021242  0.98978758],289
[ 0.03810358  0.96189642],290
[ 0.01132625  0.98867375],291
[ 0.86854243  0.1314576 ],292
[ 0.99055475  0.00944522],293
[ 0.9928599   0.00714007],294
[ 0.45361549  0.54638451],295
[ 0.91882378  0.08117624],296
[ 0.90954572  0.09045426],297
[ 0.9708904   0.02910958],298
[ 0.97657633  0.02342366],299
[ 0.91598791  0.08401208],300
[ 0.03962111  0.96037889],301
[ 0.02273625  0.97726375],302
[ 0.86728507  0.13271491],303
[ 0.01311576  0.98688424],304
[ 0.97601134  0.02398865],305
[ 0.01015872  0.98984128],306
[ 0.81209004  0.18790993],307
[ 0.98334253  0.01665747],308
[ 0.49236876  0.50763124],309
[ 0.97601545  0.02398457],310
[ 0.86977369  0.13022631],311
[ 0.78319478  0.21680525],312
[ 0.0078153  0.9921847],313
[ 0.4736445  0.5263555],314
[ 0.16918612  0.83081388],315
[ 0.84578919  0.15421082],316
[ 0.00820863  0.99179137],317
[ 0.00527894  0.99472106],318
[ 0.00821102  0.99178898],319
[ 0.92079175  0.07920824],320
[ 0.0080772  0.9919228],321
[ 0.01435578  0.98564422],322
[ 0.00475049  0.99524951],323
[ 0.20543849  0.79456151],324
[ 0.94991297  0.05008702],325
[ 0.00902003  0.99097997],326
[ 0.05866784  0.94133216],327
[ 0.23426813  0.76573187],328
[ 0.02374804  0.97625196],329
[ 0.94979089  0.05020911],330
[ 0.25042284  0.74957716],331
[ 0.86053449  0.13946551],332
[ 0.00842834  0.99157166],333
[ 0.46556139  0.53443861],334
[ 0.99476385  0.00523612],335
[ 0.02315575  0.97684425],336
[ 0.00473851  0.99526149],337
[ 0.98093814  0.01906189],338
[ 0.92565072  0.07434928],339
[ 0.00914842  0.99085158],340
[ 0.02076817  0.97923183],341
[ 0.14006388  0.85993612],342
[ 0.15435851  0.84564149],343
[ 0.01175326  0.98824674],344
[ 0.95686376  0.04313621],345
[ 0.300138  0.699862],346
[ 0.8370986  0.1629014],347
[ 0.86714172  0.13285831],348
[ 0.53366482  0.46633515],349
[ 0.04616106  0.95383894],350
[ 0.98859751  0.01140247],351
[ 0.9223569   0.07764309],352
[ 0.97133392  0.02866608],353
[ 0.0120461  0.9879539],354
[ 0.32212788  0.67787212],355
[ 0.53001177  0.46998826],356
[ 0.00416601  0.99583399],357
[ 0.99465722  0.00534278],358
[ 0.97311634  0.02688365],359
[ 0.01177132  0.98822868],360
[ 0.03613609  0.96386391],361
[ 0.01711416  0.98288584],362
[ 0.00997859  0.99002141],363
[ 0.01165986  0.98834014],364
[ 0.12503141  0.87496859],365
[ 0.00710458  0.99289542],366
[ 0.13023269  0.86976731],367
[ 0.01176339  0.98823661],368
[ 0.97468823  0.02531175],369
[ 0.02299052  0.97700948],370
[ 0.92253637  0.07746361],371
[ 0.96194112  0.03805885],372
[ 0.15819407  0.84180593],373
[ 0.0101406  0.9898594],374
[ 0.95296764  0.04703236],375
[ 0.4455508  0.5544492],376
[ 0.97358245  0.02641756],377
[ 0.56692803  0.433072  ],378
[ 0.71117175  0.28882822],379
[ 0.31663048  0.68336952],380
[ 0.02297157  0.97702843],381
[ 0.01756632  0.98243368],382
[ 0.83568001  0.16432002],383
[ 0.99106628  0.00893371],384
[ 0.98071796  0.01928206],385
[ 0.01119459  0.98880541],386
[ 0.01645833  0.98354167],387
[ 0.0220136  0.9779864],388
[ 0.55509681  0.44490319],389
[ 0.9717465  0.0282535],390
[ 0.94506103  0.05493897],391
[ 0.58924651  0.41075352],392
[ 0.97986621  0.0201338 ],393
[ 0.02739233  0.97260767],394
[ 0.00491303  0.99508697],395
[ 0.98335189  0.01664812],396
[ 0.99278033  0.00721965],397
[ 0.00645602  0.99354398],398
[ 0.58489227  0.41510773],399
[ 0.02811688  0.97188312],400
[ 0.98465371  0.01534629],401
[ 0.00783926  0.99216074],402
[ 0.99068463  0.00931535],403
[ 0.85154927  0.14845076],404
[ 0.98975867  0.01024135],405
[ 0.8887257  0.1112743],406
[ 0.00455111  0.99544889],407
[ 0.02604425  0.97395575],408
[ 0.9951272   0.00487281],409
[ 0.01216394  0.98783606],410
[ 0.98171824  0.01828177],411
[ 0.77379465  0.22620535],412
[ 0.99233997  0.00766004],413
[ 0.92373079  0.07626919],414
[ 0.01345593  0.98654407],415
[ 0.99102283  0.00897716],416
[ 0.97259921  0.02740082],417
[ 0.00345331  0.99654669],418
[ 0.95335478  0.04664521],419
[ 0.20472252  0.79527748],420
[ 0.01203293  0.98796707],421
[ 0.02565509  0.97434491],422
[ 0.93616217  0.06383783],423
[ 0.011114  0.988886],424
[ 0.04512942  0.95487058],425
[ 0.01507849  0.98492151],426
[ 0.0054754  0.9945246],427
[ 0.46346819  0.53653181],428
[ 0.20310706  0.79689294],429
[ 0.23501724  0.76498276],430
[ 0.84547436  0.15452562],431
[ 0.15777028  0.84222972],432
[ 0.82349777  0.1765022 ],433
[ 0.94602293  0.05397708],434
[ 0.00599968  0.99400032],435
[ 0.33354765  0.66645235],436
[ 0.01704609  0.98295391],437
[ 0.02462435  0.97537565],438
[ 0.00673413  0.99326587],439
[ 0.52835852  0.47164148],440
[ 0.97868234  0.02131765],441
[ 0.92919469  0.0708053 ],442
[ 0.90007496  0.09992507],443
[ 0.02838963  0.97161037],444
[ 0.95976341  0.04023661],445
[ 0.08987594  0.91012406],446
[ 0.92274189  0.07725809],447
[ 0.71245885  0.28754115],448
[ 0.03761715  0.96238285],449
[ 0.9757188   0.02428119],450
[ 0.96733052  0.03266947],451
[ 0.00925547  0.99074453],452
[ 0.18354231  0.81645769],453
[ 0.90430295  0.09569708],454
[ 0.32768214  0.67231786],455
[ 0.00890267  0.99109733],456
[ 0.00683916  0.99316084],457
[ 0.70972562  0.29027441],458
[ 0.00795656  0.99204344],459
[ 0.03618616  0.96381384],460
[ 0.4248898  0.5751102],461
[ 0.9876138   0.01238622],462
[ 0.00929832  0.99070168],463
[ 0.8289696  0.1710304],464
[ 0.01031321  0.98968679],465
[ 0.97879505  0.02120496],466
[ 0.02580363  0.97419637],467
[ 0.00502801  0.99497199],468
[ 0.6436137  0.3563863],469
[ 0.96731979  0.03268022],470
[ 0.3952924  0.6047076],471
[ 0.0171234  0.9828766],472
[ 0.6430313  0.3569687],473
[ 0.11930031  0.88069969],474
[ 0.01143086  0.98856914],475
[ 0.01021397  0.98978603],476
[ 0.95352554  0.04647447],477
[ 0.43547869  0.56452131],478
[ 0.81390107  0.1860989 ],479
[ 0.04785788  0.95214212],480
[ 0.01628244  0.98371756],481
[ 0.98996723  0.01003278],482
[ 0.00689405  0.99310595],483
[ 0.97769266  0.02230731],484
[ 0.97683156  0.02316846],485
[ 0.02516198  0.97483802],486
[ 0.72305     0.27695003],487
[ 0.0085972  0.9914028],488
[ 0.01148647  0.98851353],489
[ 0.0452106  0.9547894],490
[ 0.00718153  0.99281847],491
[ 0.00367028  0.99632972],492
[ 0.88872659  0.1112734 ],493
[ 0.43962502  0.56037498],494
[ 0.00725639  0.99274361],495
[ 0.74305069  0.25694928],496
[ 0.00987834  0.99012166],497
[ 0.00871837  0.99128163],498
[ 0.46346819  0.53653181],499
[ 0.01727057  0.98272943],500
[ 0.88817066  0.11182936],501
[ 0.82562137  0.17437863],502
[ 0.45076472  0.54923528],503
[ 0.4736445  0.5263555],504
[ 0.98109907  0.01890092],505
[ 0.22725695  0.77274305],506
[ 0.04434824  0.95565176],507
[ 0.65620661  0.34379339],508
[ 0.01304609  0.98695391],509
[ 0.00551748  0.99448252],510
[ 0.99445707  0.00554296],511
[ 0.97728407  0.02271595],512
[ 0.01384246  0.98615754],513
[ 0.11105204  0.88894796],514
[ 0.04907757  0.95092243],515
[ 0.00739807  0.99260193],516
[ 0.03620917  0.96379083],517
[ 0.0086996  0.9913004],518
[ 0.05833924  0.94166076],519
[ 0.03703696  0.96296304],520
[ 0.94558942  0.05441055],521
[ 0.00945485  0.99054515],522
[ 0.97173947  0.02826056],523
[ 0.00902247  0.99097753],524
[ 0.95628339  0.04371663],525
[ 0.97474182  0.02525817],526
[ 0.0220989  0.9779011],527
[ 0.98510021  0.01489976],528
[ 0.15052968  0.84947032],529
[ 0.9621591   0.03784088],530
[ 0.42090273  0.57909727],531
[ 0.9385922   0.06140783],532
[ 0.96887004  0.03112997],533
[ 0.83214128  0.16785875],534
[ 0.98933423  0.0106658 ],535
[ 0.97111893  0.02888108],536
[ 0.00849879  0.99150121],537
[ 0.21188676  0.78811324],538
[ 0.97864008  0.02135995],539
[ 0.789621    0.21037903],540
[ 0.01071042  0.98928958],541
[ 0.02834922  0.97165078],542
[ 0.91210496  0.08789505],543
[ 0.99195641  0.00804356],544
[ 0.85902184  0.14097814],545
[ 0.03847563  0.96152437],546
[ 0.90377492  0.09622506],547
[ 0.94657999  0.05342   ],548
[ 0.44104618  0.55895382],549
[ 0.08982301  0.91017699],550
[ 0.84297723  0.15702279],551
[ 0.98300552  0.0169945 ],552
[ 0.00653583  0.99346417],553
[ 0.99590904  0.00409098],554
[ 0.01379609  0.98620391],555
[ 0.00821191  0.99178809],556
[ 0.01990634  0.98009366],557
[ 0.93299282  0.06700716],558
[ 0.98823768  0.01176233],559
[ 0.01396835  0.98603165],560
[ 0.97101355  0.02898646],561
[ 0.0103941  0.9896059],562
[ 0.03031313  0.96968687],563
[ 0.10882849  0.89117151],564
[ 0.99347901  0.00652096],565
[ 0.96593285  0.03406718],566
[ 0.01301098  0.98698902],567
[ 0.03803146  0.96196854],568
[ 0.04925352  0.95074648],569
[ 0.00789464  0.99210536],570
[ 0.96506774  0.03493227],571
[ 0.74532294  0.25467703],572
[ 0.03539401  0.96460599],573
[ 0.00866574  0.99133426],574
[ 0.01304758  0.98695242],575
[ 0.0143317  0.9856683],576
[ 0.36122096  0.63877904],577
[ 0.9523235   0.04767651],578
[ 0.00353819  0.99646181],579
[ 0.01549625  0.98450375],580
[ 0.00819588  0.99180412],581
[ 0.9885906   0.01140942],582
[ 0.01304036  0.98695964],583
[ 0.01348913  0.98651087],584
[ 0.38964516  0.61035484],585
[ 0.04422462  0.95577538],586
[ 0.98997104  0.01002895],587
[ 0.9810071   0.01899292],588
[ 0.32318127  0.67681873],589
[ 0.00888562  0.99111438],590
[ 0.84796345  0.15203652],591
[ 0.04582429  0.95417571],592
[ 0.58480859  0.41519138],593
[ 0.90801221  0.0919878 ],594
[ 0.01662886  0.98337114],595
[ 0.98503643  0.01496355],596
[ 0.01839453  0.98160547],597
[ 0.39624178  0.60375822],598
[ 0.40428632  0.59571368],599
[ 0.99030578  0.00969419],600
[ 0.90497321  0.09502677],601
[ 0.7899524   0.21004757],602
[ 0.95515186  0.04484815],603
[ 0.00843596  0.99156404],604
[ 0.9898926   0.01010741],605
[ 0.85992634  0.14007367],606
[ 0.52689838  0.47310159],607
[ 0.96819794  0.03180208],608
[ 0.02728981  0.97271019],609
[ 0.26772153  0.73227847],610
[ 0.9797495   0.02025053],611
[ 0.61452031  0.38547966],612
[ 0.83892685  0.16107313],613
[ 0.09929645  0.90070355],614
[ 0.98877358  0.0112264 ],615
[ 0.00680763  0.99319237],616
[ 0.00945556  0.99054444],617
[ 0.04042178  0.95957822],618
[ 0.5119828   0.48801723],619
[ 0.03099525  0.96900475],620
[ 0.77271521  0.22728479],621
[ 0.62450856  0.37549144],622
[ 0.95538151  0.04461847],623
[ 0.38397574  0.61602426],624
[ 0.0090425  0.9909575],625
[ 0.94816571  0.05183426],626
[ 0.88715404  0.11284596],627
[ 0.98017544  0.01982456],628
[ 0.93830758  0.06169244],629
[ 0.00769925  0.99230075],630
[ 0.01613331  0.98386669],631
[ 0.00874883  0.99125117],632
[ 0.97167885  0.02832116],633
[ 0.98730958  0.0126904 ],634
[ 0.05053014  0.94946986],635
[ 0.00403166  0.99596834],636
[ 0.99582916  0.00417086],637
[ 0.96407008  0.03592989],638
[ 0.01890415  0.98109585],639
[ 0.01653099  0.98346901],640
[ 0.01626271  0.98373729],641
[ 0.29646575  0.70353425],642
[ 0.96074212  0.03925786],643
[ 0.00874203  0.99125797],644
[ 0.86098695  0.13901308],645
[ 0.98863798  0.01136202],646
[ 0.04530662  0.95469338],647
[ 0.98852861  0.0114714 ],648
[ 0.23655927  0.76344073],649
[ 0.4736445  0.5263555],650
[ 0.86559719  0.13440281],651
[ 0.1323542  0.8676458],652
[ 0.97831446  0.02168552],653
[ 0.98567021  0.0143298 ],654
[ 0.97839814  0.02160185],655
[ 0.96096087  0.03903912],656
[ 0.01978129  0.98021871],657
[ 0.00701809  0.99298191],658
[ 0.98459637  0.0154036 ],659
[ 0.01215523  0.98784477],660
[ 0.98749995  0.01250004],661
[ 0.97490811  0.02509191],662
[ 0.97883779  0.02116219],663
[ 0.87829065  0.12170935],664
[ 0.01558048  0.98441952],665
[ 0.75291741  0.24708262],666
[ 0.04293561  0.95706439],667
[ 0.94676733  0.05323265],668
[ 0.0081535  0.9918465],669
[ 0.99747264  0.00252738],670
[ 0.94528311  0.05471687],671
[ 0.04111069  0.95888931],672
[ 0.98088169  0.01911829],673
[ 0.01910651  0.98089349],674
[ 0.53001183  0.46998817],675
[ 0.98491883  0.0150812 ],676
[ 0.01770115  0.98229885],677
[ 0.03207064  0.96792936],678
[ 0.38947672  0.61052328],679
[ 0.00787693  0.99212307],680
[ 0.02007359  0.97992641],681
[ 0.4201405  0.5798595],682
[ 0.72232759  0.27767244],683
[ 0.92815894  0.07184108],684
[ 0.99321371  0.00678629],685
[ 0.97883081  0.02116916],686
[ 0.54952919  0.45047078],687
[ 0.0123893  0.9876107],688
[ 0.00599867  0.99400133],689
[ 0.01063293  0.98936707],690
[ 0.89908063  0.10091935],691
[ 0.00846606  0.99153394],692
[ 0.0066632  0.9933368],693
[ 0.10159612  0.89840388],694
[ 0.98110539  0.01889461],695
[ 0.00613701  0.99386299],696
[ 0.0105266  0.9894734],697
[ 0.96467125  0.03532872],698
[ 0.12663752  0.87336248],699
[ 0.05916071  0.94083929],700
[ 0.00599122  0.99400878],701
[ 0.98827899  0.01172101],702
[ 0.94192672  0.05807329],703
[ 0.05752373  0.94247627],704
[ 0.58020961  0.41979036],705
[ 0.01119459  0.98880541],706
[ 0.18351483  0.81648517],707
[ 0.00667888  0.99332112],708
[ 0.87627184  0.12372813],709
[ 0.00816387  0.99183613],710
[ 0.83414406  0.16585596],711
[ 0.37790591  0.62209409],712
[ 0.71157455  0.28842548],713
[ 0.98659968  0.01340029],714
[ 0.96305704  0.03694293],715
[ 0.021478  0.978522],716
[ 0.35600889  0.64399111],717
[ 0.05223054  0.94776946],718
[ 0.9614445  0.0385555],719
[ 0.01836675  0.98163325],720
[ 0.90075815  0.09924182],721
[ 0.02398807  0.97601193],722
[ 0.01998913  0.98001087],723
[ 0.53537804  0.46462196],724
[ 0.32318532  0.67681468],725
[ 0.01868689  0.98131311],726
[ 0.97070336  0.02929662],727
[ 0.00866234  0.99133766],728
[ 0.85784131  0.1421587 ],729
[ 0.92036557  0.07963446],730
[ 0.94730097  0.05269906],731
[ 0.00648355  0.99351645],732
[ 0.97537428  0.02462572],733
[ 0.02914733  0.97085267],734
[ 0.0230059  0.9769941],735
[ 0.92509758  0.07490239],736
[ 0.27004862  0.72995138],737
[ 0.98160809  0.0183919 ],738
[ 0.97038198  0.02961804],739
[ 0.00779748  0.99220252],740
[ 0.00453043  0.99546957],741
[ 0.9837712   0.01622877],742
[ 0.84205449  0.15794554],743
[ 0.50653768  0.49346232],744
[ 0.01611829  0.98388171],745
[ 0.44800711  0.55199289],746
[ 0.00814229  0.99185771],747
[ 0.01588523  0.98411477],748
[ 0.01792878  0.98207122],749
[ 0.0072087  0.9927913],750
[ 0.21361566  0.78638434],751
[ 0.90884984  0.09115019],752
[ 0.95897675  0.04102325],753
[ 0.01333338  0.98666662],754
[ 0.47853094  0.52146906],755
[ 0.91911954  0.08088047],756
[ 0.91333055  0.08666947],757
[ 0.92154419  0.07845584],758
[ 0.90245378  0.09754619],759
[ 0.36841506  0.63158494],760
[ 0.11930031  0.88069969],761
[ 0.99558514  0.00441485],762
[ 0.9609971   0.03900287],763
[ 0.14872849  0.85127151],764
[ 0.09348226  0.90651774],765
[ 0.97208023  0.02791974],766
[ 0.01610273  0.98389727],767
[ 0.01577103  0.98422897],768
[ 0.58187181  0.41812819],769
[ 0.01975471  0.98024529],770
[ 0.98675948  0.0132405 ],771
[ 0.02052212  0.97947788],772
[ 0.02924383  0.97075617],773
[ 0.00484908  0.99515092],774
[ 0.80722994  0.19277008],775
[ 0.85361814  0.14638186],776
[ 0.00885314  0.99114686],777
[ 0.9021737   0.09782632],778
[ 0.00752079  0.99247921],779
[ 0.54923427  0.45076573],780
[ 0.01689452  0.98310548],781
[ 0.50243163  0.49756834],782
[ 0.01420754  0.98579246],783
[ 0.00922412  0.99077588],784
[ 0.97523648  0.02476354],785
[ 0.9535082   0.04649181],786
[ 0.04125887  0.95874113],787
[ 0.01600277  0.98399723],788
[ 0.33922774  0.66077226],789
[ 0.02076489  0.97923511],790
[ 0.9323892   0.06761081],791
[ 0.02556342  0.97443658],792
[ 0.9840498   0.01595018],793
[ 0.00859827  0.99140173],794
[ 0.98468143  0.01531858],795
[ 0.96774447  0.03225556],796
[ 0.00909925  0.99090075],797
[ 0.00734085  0.99265915],798
[ 0.01777166  0.98222834],799
[ 0.00683916  0.99316084],800
[ 0.00533509  0.99466491],801
[ 0.09911895  0.90088105],802
[ 0.92671686  0.07328313],803
[ 0.01967579  0.98032421],804
[ 0.5065695   0.49343053],805
[ 0.12088108  0.87911892],806
[ 0.97322899  0.02677103],807
[ 0.93845725  0.06154272],808
[ 0.92252457  0.07747541],809
[ 0.34516788  0.65483212],810
[ 0.10969979  0.89030021],811
[ 0.97927409  0.02072588],812
[ 0.39591819  0.60408181],813
[ 0.02000231  0.97999769],814
[ 0.07113659  0.92886341],815
[ 0.78935748  0.21064252],816
[ 0.90438759  0.09561243],817
[ 0.94767177  0.05232822],818
[ 0.92236155  0.07763847],819
