"predict","p0","p1"
"0",0.8336355115027715,0.16636448849722843
"1",0.38410843357031915,0.6158915664296808
"1",0.002872155468287928,0.9971278445317122
"1",0.11699756740615576,0.8830024325938441
"0",0.7823002979894166,0.2176997020105834
"0",0.7823002979894166,0.2176997020105834
"1",0.2508969530371455,0.7491030469628546
"0",0.923415507415376,0.07658449258462396
"0",0.8078739890305114,0.1921260109694886
"1",0.011504592096895248,0.9884954079031048
"0",0.7102494610704025,0.2897505389295974
"0",0.9034517540961916,0.09654824590380844
"0",1.0,0.0
"1",0.04336324274129982,0.9566367572587002
"1",0.011504592096895248,0.9884954079031048
"0",0.9922676010327552,0.007732398967244726
"1",0.025945443073139528,0.9740545569268605
"1",0.0,1.0
"0",0.9691696364225407,0.030830363577459333
"0",0.5568505624997079,0.44314943750029206
"1",0.04045351917699997,0.959546480823
"0",0.9845517762310044,0.015448223768995522
"1",0.005746970176144063,0.9942530298238559
"1",0.1893373959085386,0.8106626040914614
"0",0.9922676010327552,0.007732398967244726
"1",0.3178800516659441,0.6821199483340559
"0",0.9691696364225407,0.030830363577459333
"1",0.16504093440221684,0.8349590655977832
"0",0.8484415120096207,0.15155848799037927
"1",0.08143779186317339,0.9185622081368267
"0",0.9759455012365147,0.02405449876348533
"1",0.25400604953475137,0.7459939504652487
"0",0.681843353363344,0.318156646636656
"0",0.5887529650486972,0.41124703495130277
"0",0.4899232938327635,0.5100767061672364
"1",0.011504592096895248,0.9884954079031048
"0",0.804558019792302,0.19544198020769799
"0",0.7102494610704025,0.2897505389295974
"0",0.9196289848791888,0.08037101512081132
"0",0.9538531574415865,0.046146842558413455
"0",0.9922676010327552,0.007732398967244726
"1",0.005746970176144063,0.9942530298238559
"1",0.0696732332301073,0.9303267667698927
"1",0.413371913492,0.5866280865080001
"1",0.4654896060028234,0.5345103939971767
"1",0.0,1.0
"0",0.9884076201935627,0.011592379806437349
"1",0.0,1.0
"1",0.0,1.0
"0",0.8357908485777922,0.16420915142220782
"1",0.005746970176144063,0.9942530298238559
"1",0.0,1.0
"1",0.0,1.0
"0",0.7396612405929389,0.260338759407061
"0",0.9730089992053444,0.02699100079465553
"1",0.044333753101717346,0.9556662468982826
"0",0.9845517762310044,0.015448223768995522
"0",0.9768524723624576,0.023147527637542402
"1",0.049190828539380414,0.9508091714606195
"1",0.011504592096895248,0.9884954079031048
"0",0.9922676010327552,0.007732398967244726
"0",0.900589228238938,0.09941077176106189
"0",0.9896938206450363,0.01030617935496367
"0",0.5220876329056316,0.4779123670943684
"1",0.2508969530371455,0.7491030469628546
"1",0.24468772801642977,0.7553122719835703
"1",0.005746970176144063,0.9942530298238559
"1",0.30521508448031787,0.694784915519682
"0",0.611838395705295,0.38816160429470503
"1",0.023051909847286837,0.9769480901527131
"0",0.7854515036222987,0.2145484963777013
"1",0.031740580248501384,0.9682594197514987
"1",0.09916755150330232,0.9008324484966976
"0",0.8410307360382605,0.15896926396173947
"0",0.9158464817224129,0.08415351827758705
"1",0.06380744526116768,0.9361925547388323
"1",0.09029019257449905,0.909709807425501
"0",0.9462194095190706,0.05378059048092937
"0",0.996905048281261,0.0030949517187389745
"1",0.0,1.0
"0",0.9595891691396495,0.04041083086035048
"1",0.06380744526116768,0.9361925547388323
"0",0.9768524723624576,0.023147527637542402
"1",0.0,1.0
"1",0.028841665290176167,0.9711583347098238
"0",0.6563763031128228,0.34362369688717725
"1",0.005746970176144063,0.9942530298238559
"1",0.2189439657538202,0.7810560342461799
"0",0.9120679915486098,0.08793200845139015
"1",0.06380744526116768,0.9361925547388323
"1",0.07947397062511474,0.9205260293748854
"1",0.031740580248501384,0.9682594197514987
"1",0.46604257752249256,0.5339574224775074
"1",0.005746970176144063,0.9942530298238559
"0",0.5595423287052901,0.4404576712947099
"1",0.007664992551555913,0.9923350074484442
"0",0.5027424761569169,0.497257523843083
"1",0.0,1.0
"1",0.16504093440221684,0.8349590655977832
"1",0.011504592096895248,0.9884954079031048
"1",0.14769155106537254,0.8523084489346275
"1",0.005746970176144063,0.9942530298238559
"1",0.017272895403500167,0.9827271045964998
"0",0.9768524723624576,0.023147527637542402
"0",0.9845517762310044,0.015448223768995522
"0",0.900756535163905,0.09924346483609497
"1",0.05210869819081437,0.9478913018091857
"1",0.0,1.0
"0",0.7605279375513557,0.23947206244864425
"1",0.06380744526116768,0.9361925547388323
"0",0.8782411154920751,0.12175888450792492
"0",0.8188915213422924,0.18110847865770774
"1",0.023051909847286837,0.9769480901527131
"1",0.14693937287329403,0.8530606271267059
"0",0.591113505117188,0.408886494882812
"1",0.4524817569219733,0.5475182430780267
"1",0.005746970176144063,0.9942530298238559
"0",0.6606914050512369,0.33930859494876314
"0",0.9538531574415865,0.046146842558413455
"1",0.14393243987516063,0.8560675601248394
"1",0.017272895403500167,0.9827271045964998
"1",0.16504093440221684,0.8349590655977832
"0",0.5500393765738957,0.4499606234261043
"0",0.7920206395369545,0.20797936046304563
"0",0.7823002979894166,0.2176997020105834
"1",0.15296178885132164,0.8470382111486783
"1",0.008624447818439912,0.9913755521815601
"0",0.6398993345586645,0.3601006654413355
"0",0.9691696364225407,0.030830363577459333
"0",0.9222193288890205,0.07778067111097949
"1",0.008624447818439912,0.9913755521815601
"0",0.8064075949631578,0.1935924050368422
"1",0.1050997086379259,0.894900291362074
"0",0.6803749332911856,0.31962506670881446
"1",0.0,1.0
"0",0.9768524723624576,0.023147527637542402
"0",0.8633099148923696,0.1366900851076304
"0",0.9922676010327552,0.007732398967244726
"1",0.011504592096895248,0.9884954079031048
"0",0.8593388838531393,0.14066111614686067
"1",0.34890489044793166,0.6510951095520683
"1",0.08143779186317339,0.9185622081368267
"1",0.0,1.0
"1",0.06380744526116768,0.9361925547388323
"0",0.598007790151806,0.40199220984819395
"1",0.29469844117607413,0.7053015588239259
"0",0.8932355124963611,0.10676448750363891
"1",0.0,1.0
"1",0.3073224968602437,0.6926775031397562
"0",0.8103193427010356,0.18968065729896438
"1",0.11997904359820544,0.8800209564017946
"1",0.08733662440467127,0.9126633755953286
"0",0.48267445730557296,0.517325542694427
"1",0.03464219170519632,0.9653578082948036
"1",0.0,1.0
"1",0.05990300699701206,0.9400969930029879
"1",0.11104303674415017,0.8889569632558499
"0",0.8115426585296852,0.18845734147031482
"1",0.06673896817890504,0.9332610318210949
"1",0.04045351917699997,0.959546480823
"0",0.5628859343233923,0.4371140656766077
"1",0.09109619222503396,0.908903807774966
"1",0.023051909847286837,0.9769480901527131
"0",0.7352976684946555,0.2647023315053445
"0",0.8857303893939765,0.11426961060602346
"0",0.9922676010327552,0.007732398967244726
"0",0.8137457027766394,0.1862542972233606
"0",1.0,0.0
"0",0.5094585981348894,0.49054140186511064
"1",0.09029019257449905,0.909709807425501
"0",0.7331857979153824,0.2668142020846177
"1",0.37830919995176554,0.6216908000482344
"0",0.7281225464864689,0.2718774535135312
"0",0.5705142114950209,0.4294857885049791
"1",0.11104303674415017,0.8889569632558499
"0",0.5602613073002845,0.4397386926997156
"1",0.0,1.0
"0",0.8707676406384751,0.12923235936152483
"1",0.06087866063481683,0.9391213393651832
"0",1.0,0.0
"0",0.9691696364225407,0.030830363577459333
"0",0.6326900354470264,0.36730996455297366
"1",0.0,1.0
"0",0.9681099643354554,0.03189003566454466
"0",0.8857303893939765,0.11426961060602346
"1",0.418163321171172,0.5818366788288281
"1",0.09029019257449905,0.909709807425501
"0",0.5296878758020342,0.47031212419796575
"1",0.24856709358792856,0.7514329064120716
"1",0.14393243987516063,0.8560675601248394
"1",0.44070037195775286,0.5592996280422471
"0",0.8315462569086771,0.16845374309132286
"0",0.9922676010327552,0.007732398967244726
"1",0.0,1.0
"0",0.700416151134677,0.2995838488653229
"0",0.8838565870186483,0.1161434129813517
"0",0.49603977211320227,0.5039602278867977
"1",0.4264614768745125,0.5735385231254875
"1",0.06087866063481683,0.9391213393651832
"0",0.829943715734066,0.17005628426593405
"0",0.9845517762310044,0.015448223768995522
"1",0.08733662440467127,0.9126633755953286
"0",0.7823002979894166,0.2176997020105834
"0",0.9768524723624576,0.023147527637542402
"1",0.04627567790238437,0.9537243220976157
"0",0.9922676010327552,0.007732398967244726
"1",0.2477908473021464,0.7522091526978537
"0",0.6170522295814691,0.3829477704185309
"1",0.08733662440467127,0.9126633755953286
"1",0.05502929092381619,0.9449707090761837
"0",0.5455062017352458,0.4544937982647542
"1",0.44885302531376986,0.5511469746862302
"1",0.19372859883320348,0.8062714011667964
"0",0.9845517762310044,0.015448223768995522
"1",0.005746970176144063,0.9942530298238559
"1",0.028841665290176167,0.9711583347098238
"1",0.26647242970900986,0.7335275702909901
"1",0.16504093440221684,0.8349590655977832
"1",0.03017929121854922,0.9698207087814509
"0",0.6153048356492121,0.3846951643507878
"1",0.3609904025299229,0.6390095974700771
"0",0.923415507415376,0.07658449258462396
"0",0.8262557895026738,0.17374421049732616
"1",0.04045351917699997,0.959546480823
"1",0.005746970176144063,0.9942530298238559
"0",0.8484415120096207,0.15155848799037927
"0",0.9462194095190706,0.05378059048092937
"1",0.03464219170519632,0.9653578082948036
"0",0.9158464817224129,0.08415351827758705
"0",0.8484415120096207,0.15155848799037927
"0",0.8336355115027715,0.16636448849722843
"0",0.9730089992053444,0.02699100079465553
"0",0.5009138775300974,0.4990861224699026
"0",0.9691696364225407,0.030830363577459333
"1",0.03514709532927302,0.964852904670727
"1",0.05210869819081437,0.9478913018091857
"1",0.014557067290399102,0.9854429327096009
"0",0.8283627023289414,0.17163729767105865
"0",0.9768524723624576,0.023147527637542402
"0",0.9615032156331784,0.03849678436682159
"0",0.5315671226662073,0.4684328773337927
"0",0.923415507415376,0.07658449258462396
"0",0.8042091527755797,0.19579084722442036
"0",0.9845517762310044,0.015448223768995522
"0",0.9538531574415865,0.046146842558413455
"0",0.7895880202927886,0.2104119797072114
"1",0.0696732332301073,0.9303267667698927
"1",0.028841665290176167,0.9711583347098238
"0",0.5773667580313974,0.4226332419686027
"1",0.03464219170519632,0.9653578082948036
"0",1.0,0.0
"1",0.017272895403500167,0.9827271045964998
"0",0.6443294767606885,0.3556705232393115
"0",1.0,0.0
"1",0.45059392995324526,0.5494060700467546
"0",0.9768524723624576,0.023147527637542402
"0",0.8336355115027715,0.16636448849722843
"0",0.6642077049752428,0.3357922950247571
"1",0.005746970176144063,0.9942530298238559
"0",0.8261390712798791,0.17386092872012088
"1",0.26335132686122725,0.7366486731387727
"0",0.7173876290698676,0.2826123709301324
"1",0.04627567790238437,0.9537243220976157
"1",0.005746970176144063,0.9942530298238559
"1",0.011504592096895248,0.9884954079031048
"0",0.6213795935876988,0.37862040641230127
"1",0.0,1.0
"1",0.0,1.0
"1",0.023465107264997363,0.9765348927350026
"1",0.20563823273110446,0.7943617672688955
"0",0.8262557895026738,0.17374421049732616
"1",0.0,1.0
"1",0.18324592687884625,0.8167540731211538
"1",0.33271824843906517,0.6672817515609348
"1",0.023051909847286837,0.9769480901527131
"0",0.9538531574415865,0.046146842558413455
"1",0.16504093440221684,0.8349590655977832
"0",0.7364949659756702,0.26350503402432984
"1",0.017272895403500167,0.9827271045964998
"0",0.5120366780136759,0.4879633219863241
"0",0.9845517762310044,0.015448223768995522
"1",0.017272895403500167,0.9827271045964998
"1",0.005746970176144063,0.9942530298238559
"0",0.9845517762310044,0.015448223768995522
"0",0.9000586273127137,0.0999413726872863
"1",0.0,1.0
"1",0.1050997086379259,0.894900291362074
"1",0.2353962458459682,0.7646037541540318
"1",0.1694814584842544,0.8305185415157456
"1",0.0,1.0
"0",0.8078739890305114,0.1921260109694886
"1",0.4286462350346932,0.5713537649653068
"0",0.7895880202927886,0.2104119797072114
"0",0.7895880202927886,0.2104119797072114
"0",0.6669450953110863,0.33305490468891374
"1",0.04530456471742357,0.9546954352825765
"0",1.0,0.0
"0",0.8410307360382605,0.15896926396173947
"0",0.9691696364225407,0.030830363577459333
"1",0.04627567790238437,0.9537243220976157
"1",0.1329313254894233,0.8670686745105768
"1",0.40064373774525425,0.5993562622547456
"1",0.0,1.0
"0",1.0,0.0
"0",0.8794882294498242,0.12051177055017581
"1",0.05981939376228933,0.9401806062377107
"1",0.09147239611790849,0.9085276038820915
"1",0.08733662440467127,0.9126633755953286
"1",0.002872155468287928,0.9971278445317122
"1",0.023051909847286837,0.9769480901527131
"1",0.11997904359820544,0.8800209564017946
"1",0.023051909847286837,0.9769480901527131
"1",0.1184879541836087,0.8815120458163914
"1",0.1409283514786774,0.8590716485213226
"0",0.9145865395013826,0.08541346049861745
"1",0.05210869819081437,0.9478913018091857
"0",0.7626990678005872,0.23730093219941278
"0",0.9605460646049603,0.039453935395039816
"1",0.3263507656746605,0.6736492343253395
"1",0.07102843534088328,0.9289715646591168
"0",0.9462194095190706,0.05378059048092937
"0",0.47468082088649227,0.5253191791135077
"0",0.9386019197598324,0.0613980802401675
"0",0.7388907998624099,0.26110920013759004
"0",0.5128217034465946,0.48717829655340533
"1",0.10563954912498948,0.8943604508750105
"1",0.1140188997770202,0.8859811002229798
"1",0.0,1.0
"0",0.8188915213422924,0.18110847865770774
"0",0.9845517762310044,0.015448223768995522
"0",0.9082935079749052,0.09170649202509486
"1",0.03464219170519632,0.9653578082948036
"1",0.057952610464948484,0.9420473895350516
"1",0.03464219170519632,0.9653578082948036
"0",0.6257253339250894,0.37427466607491067
"0",0.9462194095190706,0.05378059048092937
"0",0.8857303893939765,0.11426961060602346
"1",0.35189538376006907,0.6481046162399309
"0",0.9996481668755655,3.518331244344687E-4
"1",0.008624447818439912,0.9913755521815601
"1",0.028841665290176167,0.9711583347098238
"0",0.9845517762310044,0.015448223768995522
"0",0.9845517762310044,0.015448223768995522
"1",0.002872155468287928,0.9971278445317122
"0",0.6466621201788285,0.3533378798211715
"1",0.011504592096895248,0.9884954079031048
"0",0.9845517762310044,0.015448223768995522
"1",0.023051909847286837,0.9769480901527131
"0",0.9500342479585168,0.04996575204148331
"0",0.7173876290698676,0.2826123709301324
"0",0.9691696364225407,0.030830363577459333
"0",0.7710380389231539,0.228961961076846
"1",0.0,1.0
"1",0.06380744526116768,0.9361925547388323
"0",0.9768524723624576,0.023147527637542402
"1",0.012005759246180782,0.9879942407538191
"0",0.9538531574415865,0.046146842558413455
"0",0.7533005959108683,0.2466994040891317
"0",0.9845517762310044,0.015448223768995522
"0",0.8782411154920751,0.12175888450792492
"1",0.07849251971325386,0.9215074802867461
"0",0.9691696364225407,0.030830363577459333
"0",0.9386019197598324,0.0613980802401675
"1",0.005746970176144063,0.9942530298238559
"0",0.9691696364225407,0.030830363577459333
"1",0.26959654501107655,0.7304034549889236
"1",0.011504592096895248,0.9884954079031048
"1",0.0,1.0
"0",0.8115426585296852,0.18845734147031482
"1",0.017272895403500167,0.9827271045964998
"1",0.14994915451536459,0.8500508454846355
"1",0.008624447818439912,0.9913755521815601
"1",0.011504592096895248,0.9884954079031048
"0",0.49270652350805144,0.5072934764919487
"1",0.3970824238091254,0.6029175761908745
"1",0.28212321815852837,0.7178767818414715
"0",0.6535137134372115,0.3464862865627884
"1",0.38410843357031915,0.6158915664296808
"0",0.6677276074202513,0.3322723925797488
"0",0.9460461045609814,0.05395389543901862
"1",0.03464219170519632,0.9653578082948036
"1",0.29469844117607413,0.7053015588239259
"1",0.0,1.0
"1",0.04627567790238437,0.9537243220976157
"1",0.05210869819081437,0.9478913018091857
"0",0.6747782420411242,0.3252217579588757
"0",0.8869801413969389,0.11301985860306106
"0",0.8894809666523097,0.11051903334769032
"0",0.7721229550616578,0.22787704493834213
"1",0.011504592096895248,0.9884954079031048
"0",0.9538531574415865,0.046146842558413455
"1",0.1860871678990598,0.8139128321009402
"0",0.9455658455470694,0.054434154452930594
"0",0.6037637185545585,0.3962362814454415
"1",0.11163798531503116,0.8883620146849689
"0",0.9691696364225407,0.030830363577459333
"0",0.9538531574415865,0.046146842558413455
"1",0.005746970176144063,0.9942530298238559
"1",0.1050997086379259,0.894900291362074
"0",0.5432418943312793,0.4567581056687206
"1",0.2002947123119516,0.7997052876880485
"1",0.005746970176144063,0.9942530298238559
"1",0.0,1.0
"0",0.6176177543210177,0.3823822456789822
"1",0.0,1.0
"1",0.028841665290176167,0.9711583347098238
"1",0.2889763941426312,0.7110236058573688
"0",0.9730089992053444,0.02699100079465553
"1",0.008624447818439912,0.9913755521815601
"0",0.8042091527755797,0.19579084722442036
"1",0.0,1.0
"0",0.900756535163905,0.09924346483609497
"1",0.024498340570424652,0.9755016594295753
"1",0.011504592096895248,0.9884954079031048
"0",0.6104941584667043,0.3895058415332956
"0",0.9158464817224129,0.08415351827758705
"1",0.43412098610540445,0.5658790138945956
"1",0.04627567790238437,0.9537243220976157
"0",0.6222482993705566,0.37775170062944335
"1",0.09916755150330232,0.9008324484966976
"1",0.005746970176144063,0.9942530298238559
"1",0.006247209687515582,0.9937527903124844
"0",0.9922676010327552,0.007732398967244726
"1",0.3059655493535875,0.6940344506464124
"0",0.5636754935903433,0.43632450640965664
"1",0.22613148723298326,0.7738685127670167
"1",0.008624447818439912,0.9913755521815601
"0",0.9386019197598324,0.0613980802401675
"1",0.005746970176144063,0.9942530298238559
"0",0.923415507415376,0.07658449258462396
"0",0.9120679915486098,0.08793200845139015
"1",0.05210869819081437,0.9478913018091857
"1",0.4511444355537799,0.54885556444622
"1",0.0,1.0
"1",0.011504592096895248,0.9884954079031048
"1",0.13792710364920194,0.8620728963507981
"1",0.0,1.0
"1",0.0,1.0
"0",0.7895880202927886,0.2104119797072114
"1",0.470966157877176,0.529033842122824
"1",0.0,1.0
"0",0.5835362968446719,0.41646370315532805
"1",0.005746970176144063,0.9942530298238559
"1",0.04627567790238437,0.9537243220976157
"1",0.45363786416612856,0.5463621358338714
"1",0.0,1.0
"0",0.7031259947793976,0.2968740052206023
"0",0.7992911407978269,0.20070885920217305
"1",0.22613148723298326,0.7738685127670167
"0",0.9486640731233816,0.05133592687661833
"0",0.9691696364225407,0.030830363577459333
"1",0.23849043158097896,0.7615095684190212
"1",0.1409283514786774,0.8590716485213226
"0",0.4760117666798536,0.5239882333201464
"1",0.0,1.0
"1",0.0,1.0
"0",0.9678907609529079,0.03210923904709205
"0",0.9538531574415865,0.046146842558413455
"1",0.025150872289376902,0.974849127710623
"1",0.26959654501107655,0.7304034549889236
"1",0.057952610464948484,0.9420473895350516
"1",0.044333753101717346,0.9556662468982826
"1",0.1050997086379259,0.894900291362074
"1",0.0,1.0
"1",0.11699756740615576,0.8830024325938441
"1",0.16504093440221684,0.8349590655977832
"0",0.9691696364225407,0.030830363577459333
"1",0.0,1.0
"0",0.855867888523214,0.14413211147678603
"1",0.011504592096895248,0.9884954079031048
"0",0.923415507415376,0.07658449258462396
"0",0.8932355124963611,0.10676448750363891
"1",0.011504592096895248,0.9884954079031048
"0",0.9691696364225407,0.030830363577459333
"1",0.3454905210158609,0.654509478984139
"0",0.915216455003481,0.08478354499651904
"1",0.3454905210158609,0.654509478984139
"0",0.8453341480504013,0.15466585194959864
"0",0.9386019197598324,0.0613980802401675
"0",0.790403474469321,0.209596525530679
"0",0.9691696364225407,0.030830363577459333
"0",0.9922676010327552,0.007732398967244726
"1",0.0,1.0
"1",0.44289639834207933,0.5571036016579206
"0",0.9462194095190706,0.05378059048092937
"0",0.6815713498884179,0.31842865011158206
"1",0.017272895403500167,0.9827271045964998
"1",0.12296333250526287,0.8770366674947371
"0",0.8422647842295112,0.15773521577048882
"0",0.9845517762310044,0.015448223768995522
"0",0.6958593773998865,0.3041406226001135
"1",0.12894036333068695,0.871059636669313
"0",0.8078739890305114,0.1921260109694886
"0",0.9310006362797855,0.06899936372021453
"1",0.29469844117607413,0.7053015588239259
"1",0.12894036333068695,0.871059636669313
"0",0.7895880202927886,0.2104119797072114
"0",0.9691696364225407,0.030830363577459333
"1",0.011504592096895248,0.9884954079031048
"0",0.9538531574415865,0.046146842558413455
"1",0.0,1.0
"1",0.0,1.0
"1",0.06380744526116768,0.9361925547388323
"0",0.9910482124396551,0.008951787560344943
"0",1.0,0.0
"1",0.011504592096895248,0.9884954079031048
"0",0.8707676406384751,0.12923235936152483
"1",0.057952610464948484,0.9420473895350516
"1",0.03464219170519632,0.9653578082948036
"1",0.12694676602543306,0.873053233974567
"0",0.9922676010327552,0.007732398967244726
"0",0.9448332035780672,0.05516679642193274
"1",0.005746970176144063,0.9942530298238559
"1",0.011504592096895248,0.9884954079031048
"1",0.12296333232730151,0.8770366676726984
"1",0.005746970176144063,0.9942530298238559
"0",0.9691696364225407,0.030830363577459333
"0",0.7332755867343463,0.26672441326565366
"1",0.10213223566853526,0.8978677643314648
"1",0.06380744526116768,0.9361925547388323
"1",0.07555000513719197,0.924449994862808
"1",0.014387406720094007,0.985612593279906
"1",0.28301983500497907,0.7169801649950209
"0",0.8932355124963611,0.10676448750363891
"1",0.04627567790238437,0.9537243220976157
"1",0.028841665290176167,0.9711583347098238
"1",0.0,1.0
"0",0.9310006362797855,0.06899936372021453
"1",0.005746970176144063,0.9942530298238559
"1",0.005746970176144063,0.9942530298238559
"1",0.21381984684053132,0.7861801531594687
"1",0.1050997086379259,0.894900291362074
"0",1.0,0.0
"0",0.9615032156331784,0.03849678436682159
"0",0.5466389250782663,0.4533610749217337
"1",0.017272895403500167,0.9827271045964998
"0",0.8410307360382605,0.15896926396173947
"1",0.1041102409304359,0.8958897590695641
"1",0.33271824843906517,0.6672817515609348
"0",0.6889229860191176,0.31107701398088233
"1",0.023051909847286837,0.9769480901527131
"0",1.0,0.0
"1",0.037546503424334896,0.9624534965756651
"1",0.22645611537932195,0.7735438846206781
"0",0.7102494610704025,0.2897505389295974
"0",0.9691696364225407,0.030830363577459333
"0",0.7932375834922222,0.20676241650777788
"0",0.5773667580313974,0.4226332419686027
"0",0.8857303893939765,0.11426961060602346
"1",0.0,1.0
"0",0.9922676010327552,0.007732398967244726
"0",0.9462194095190706,0.05378059048092937
"0",0.6119047275098437,0.3880952724901563
"0",0.9845517762310044,0.015448223768995522
"1",0.2076816808386463,0.7923183191613538
"1",0.24468772801642977,0.7553122719835703
"0",0.990980480535767,0.00901951946423306
"1",0.45610308607490807,0.543896913925092
"0",0.7533005959108683,0.2466994040891317
"1",0.33271824843906517,0.6672817515609348
"0",0.9691696364225407,0.030830363577459333
"1",0.011504592096895248,0.9884954079031048
"1",0.0,1.0
"1",0.1349286923597183,0.8650713076402817
"0",0.653669590666378,0.346330409333622
"1",0.002872155468287928,0.9971278445317122
"0",0.6063194651900736,0.3936805348099264
"0",0.5083383108277646,0.4916616891722354
"0",0.953307349254286,0.04669265074571405
"0",0.6960171848243119,0.30398281517568815
"1",0.023051909847286837,0.9769480901527131
"0",0.9386019197598324,0.0613980802401675
"0",0.8484415120096207,0.15155848799037927
"0",0.9768524723624576,0.023147527637542402
"0",0.6960171848243119,0.30398281517568815
"1",0.0,1.0
"1",0.017272895403500167,0.9827271045964998
"1",0.011504592096895248,0.9884954079031048
"0",0.9917526976926851,0.008247302307314758
"0",0.9615032156331784,0.03849678436682159
"1",0.09916755150330232,0.9008324484966976
"1",0.0,1.0
"0",1.0,0.0
"0",0.9922676010327552,0.007732398967244726
"1",0.017272895403500167,0.9827271045964998
"1",0.023051909847286837,0.9769480901527131
"1",0.011504592096895248,0.9884954079031048
"1",0.4297419591537239,0.5702580408462762
"0",0.8969940332283647,0.10300596677163536
"1",0.04627567790238437,0.9537243220976157
"0",0.9340392091809431,0.06596079081905687
"0",0.9988943544121923,0.0011056455878077221
"1",0.11104303674415017,0.8889569632558499
"0",0.9922676010327552,0.007732398967244726
"1",0.3454905210158609,0.654509478984139
"0",0.8977230739165948,0.10227692608340525
"0",0.8078739890305114,0.1921260109694886
"1",0.14994915451536459,0.8500508454846355
"0",0.9845517762310044,0.015448223768995522
"0",0.9538531574415865,0.046146842558413455
"0",1.0,0.0
"0",0.8633099148923696,0.1366900851076304
"1",0.017272895403500167,0.9827271045964998
"1",0.0,1.0
"0",1.0,0.0
"1",0.005746970176144063,0.9942530298238559
"0",0.9922676010327552,0.007732398967244726
"0",0.9961317254097444,0.0038682745902556917
"0",0.9615032156331784,0.03849678436682159
"0",0.8115426585296852,0.18845734147031482
"1",0.017272895403500167,0.9827271045964998
"0",0.6077986656101059,0.39220133438989413
"1",0.058370450380202006,0.9416295496197981
"0",0.7388907998624099,0.26110920013759004
"1",0.023051909847286837,0.9769480901527131
"0",1.0,0.0
"0",0.8969940332283647,0.10300596677163536
"1",0.13193311359081897,0.8680668864091811
"0",0.8115426585296852,0.18845734147031482
"1",8.203447489569338E-4,0.999179655251043
"0",0.664794105128135,0.33520589487186503
"0",1.0,0.0
"1",0.017272895403500167,0.9827271045964998
"1",0.08143779186317339,0.9185622081368267
"1",0.3659689293147106,0.6340310706852893
"1",0.03464219170519632,0.9653578082948036
"1",0.04045351917699997,0.959546480823
"1",0.10559455889096854,0.8944054411090314
"0",0.5296878758020342,0.47031212419796575
"0",0.8782411154920751,0.12175888450792492
"0",0.9922676010327552,0.007732398967244726
"0",0.8633099148923696,0.1366900851076304
"0",0.571196480151636,0.4288035198483639
"1",0.005746970176144063,0.9942530298238559
"1",0.0,1.0
"1",0.0,1.0
"0",0.8368382026002111,0.16316179739978887
"1",0.011504592096895248,0.9884954079031048
"1",0.0019144750804680364,0.998085524919532
"1",0.3454905210158609,0.654509478984139
"0",0.9386019197598324,0.0613980802401675
"1",0.005746970176144063,0.9942530298238559
"1",0.057952610464948484,0.9420473895350516
"0",0.8336355115027715,0.16636448849722843
"1",0.43631266707777816,0.563687332922222
"1",0.023051909847286837,0.9769480901527131
"1",0.011504592096895248,0.9884954079031048
